설치시도명,설치시군구명,설치시설구분,서비스제공사명,설치년월,관리기관명,위도,경도,데이터기준일자
제주특별자치도,서귀포시,편의시설,KT,,정보정책과,33.25152344,126.5593512,2020-10-28
제주특별자치도,서귀포시,편의시설,KT,,정보정책과,33.25152344,126.5593512,2020-10-28
제주특별자치도,서귀포시,교통시설,KT,,정보정책과,33.25139506,126.5595158,2020-10-28
제주특별자치도,서귀포시,교통시설,KT,,정보정책과,33.25139506,126.5595158,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24987165,126.5598839,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24987165,126.5598839,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24987165,126.5598839,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24941085,126.5606314,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24941085,126.5606314,2020-10-28
제주특별자치도,서귀포시,편의시설,KT,,정보정책과,33.247753,126.5602822,2020-10-28
제주특별자치도,서귀포시,편의시설,KT,,정보정책과,33.247753,126.5602822,2020-10-28
제주특별자치도,서귀포시,교통시설,KT,,정보정책과,33.247753,126.5602822,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24740549,126.5586574,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24886117,126.5591386,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24886117,126.5591386,2020-10-28
제주특별자치도,서귀포시,교통시설,KT,,정보정책과,33.2481299,126.5643042,2020-10-28
제주특별자치도,서귀포시,교통시설,KT,,정보정책과,33.2481299,126.5643042,2020-10-28
제주특별자치도,서귀포시,교통시설,KT,,정보정책과,33.24843804,126.5658499,2020-10-28
제주특별자치도,서귀포시,교통시설,KT,,정보정책과,33.24843804,126.5658499,2020-10-28
제주특별자치도,서귀포시,편의시설,KT,,정보정책과,33.2478199,126.5653659,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24590254,126.5640819,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24590254,126.5640819,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24590254,126.5640819,2020-10-28
제주특별자치도,서귀포시,편의시설,KT,,정보정책과,33.24495551,126.5657325,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24465021,126.5645433,2020-10-28
제주특별자치도,서귀포시,관광,KT,,정보정책과,33.24465021,126.5645433,2020-10-28
제주특별자치도,서귀포시,편의시설,KT,,정보정책과,33.24365413,126.5629398,2020-10-28
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57665108,126.9313614,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56881389,126.9190206,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56881389,126.9190206,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.56861286,126.9196524,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.56861286,126.9196524,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.56977961,126.9245183,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.56977961,126.9245183,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56802144,126.9296711,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56802144,126.9296711,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56802144,126.9296711,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56910975,126.9287628,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56910975,126.9287628,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56910975,126.9287628,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.56879275,126.9302285,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.56879275,126.9302285,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.57582226,126.9342078,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.57582226,126.9342078,2020-01-01
서울특별시,서대문구,공공기관,서대문구,17-Dec,서대문구,37.57915463,126.9367592,2020-01-01
서울특별시,서대문구,공공기관,서대문구,17-Dec,서대문구,37.57915463,126.9367592,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),17-Dec,서울시,37.57915463,126.9367592,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),17-Dec,서울시,37.5751121,126.9264321,2020-01-01
서울특별시,서대문구,공공기관,서대문구,17-Mar,서대문구,37.57388703,126.9352207,2020-01-01
서울특별시,서대문구,복지센터등,서대문구,17-Mar,서대문구,37.56979231,126.9133525,2020-01-01
서울특별시,서대문구,복지센터등,서대문구,17-Mar,서대문구,37.56979231,126.9133525,2020-01-01
서울특별시,서대문구,복지센터등,서대문구,17-Mar,서대문구,37.56979231,126.9133525,2020-01-01
서울특별시,서대문구,복지센터등,서대문구,17-Mar,서대문구,37.56979231,126.9133525,2020-01-01
서울특별시,서대문구,복지센터등,서대문구,17-Mar,서대문구,37.56979231,126.9133525,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56728114,126.9305207,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56728114,126.9305207,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.5648327,126.930689,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56522092,126.9325224,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56522092,126.9325224,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56395371,126.9333907,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56395371,126.9333907,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56760572,126.9318256,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.56760572,126.9318256,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.57460851,126.9556118,2020-01-01
서울특별시,서대문구,공원,서울시(SAW),,서울시,37.57460851,126.9556118,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57795474,126.9348825,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57795474,126.9348825,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57790098,126.9334841,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57790098,126.9334841,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57672212,126.932533,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57634946,126.9312607,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57634946,126.9312607,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),,서울시,37.57665108,126.9313614,2020-01-01
충청남도,서산시,관공서,SKT,15-Oct,SKT,36.810905,126.580605,2020-07-01
서울특별시,서대문구,공원,서울시(LGU ),16-Dec,서울시,37.58219238,126.9103967,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),16-Dec,서울시,37.57146173,126.9279152,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55685968,126.935118,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55685968,126.935118,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55752266,126.9376676,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55752266,126.9376676,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55929003,126.9393525,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55929003,126.9393525,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55890633,126.9430386,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55756328,126.943179,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55588556,126.9370145,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55588556,126.9370145,2020-01-01
서울특별시,서대문구,주요거리,서울시(SAW),16-Dec,서울시,37.55962261,126.9451027,2020-01-01
서울특별시,서대문구,공공기관,서대문구,13-Jun,서대문구,37.57915463,126.9367592,2020-01-01
경상북도,울진군,관공서,LGU+,14-Dec,경상북도 울진군,36.798224,129.451457,2020-07-13
경상북도,울진군,서민·복지시설,KT,13-Dec,경상북도 울진군,36.796948,129.452065,2020-07-13
경상북도,울진군,관공서,LGU+,14-Dec,경상북도 울진군,36.912833,129.382276,2020-07-13
서울특별시,영등포구,기타,서울특별시 영등포구청,13-Mar,서울특별시 영등포구청,37.5251775,126.8951347,2020-06-30
서울특별시,영등포구,관공서,서울특별시 영등포구청,13-Mar,서울특별시 영등포구청,37.518818,126.894075,2020-06-30
서울특별시,영등포구,관공서,서울특별시 영등포구청,13-Mar,서울특별시 영등포구청,37.518818,126.894075,2020-06-30
서울특별시,영등포구,관공서,서울특별시 영등포구청,13-Mar,서울특별시 영등포구청,37.518818,126.894075,2020-06-30
서울특별시,영등포구,관공서,서울특별시 영등포구청,13-Mar,서울특별시 영등포구청,37.518818,126.894075,2020-06-30
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.57816759,126.9090361,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.57816759,126.9090361,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.57816759,126.9090361,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.55947096,126.9570364,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.55947096,126.9570364,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.55947096,126.9570364,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.55947096,126.9570364,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.55947096,126.9570364,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,15-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.59828213,126.9559425,2020-01-01
서울특별시,서대문구,전통시장,LGU,15-Dec,과기정통부,37.56971244,126.9161715,2020-01-01
서울특별시,서대문구,공원,LGU,15-Dec,과기정통부,37.58227358,126.9243244,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.56961341,126.9259831,2020-01-01
서울특별시,서대문구,관공서,서대문구,16-Feb,서대문구,37.57915463,126.9367592,2020-01-01
서울특별시,서대문구,관공서,서대문구,16-May,서대문구,37.57915463,126.9367592,2020-01-01
서울특별시,서대문구,관공서,서대문구,16-May,서대문구,37.57915463,126.9367592,2020-01-01
충청남도,서산시,관공서,SKT,15-Oct,SKT,36.801898,126.519501,2020-07-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55883537,126.9396711,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55726553,126.9377092,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55726553,126.9377092,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.57819624,126.9250687,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.57819624,126.9250687,2020-01-01
서울특별시,서대문구,공원,LGU,15-Dec,서울시,37.57224104,126.9235398,2020-01-01
서울특별시,서대문구,공원,LGU,15-Dec,서울시,37.57224104,126.9235398,2020-01-01
서울특별시,서대문구,공원,LGU,15-Dec,서울시,37.58299418,126.9196659,2020-01-01
서울특별시,서대문구,공원,LGU,15-Dec,서울시,37.58299418,126.9196659,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.57786529,126.9292655,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.57786529,126.9292655,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.57994601,126.9267021,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.57994601,126.9267021,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.59539413,126.946431,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.59539413,126.946431,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.59539413,126.946431,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.59539413,126.946431,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Dec,과기정통부,37.59539413,126.946431,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.58109748,126.9370056,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.58109748,126.9370056,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.58299306,126.9128774,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.58299306,126.9128774,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.58299306,126.9128774,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.58120413,126.9179051,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.58120413,126.9179051,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.58120413,126.9179051,2020-01-01
서울특별시,서대문구,복지센터등,KT,15-Dec,과기정통부,37.58120413,126.9179051,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
서울특별시,서대문구,복지센터등,LGU,15-Nov,과기정통부,37.5608245,126.9616588,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.58499528,126.9134147,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.58499528,126.9134147,2020-01-01
서울특별시,서대문구,공원,LGU,15-Dec,서울시,37.57103226,126.9338165,2020-01-01
서울특별시,서대문구,공원,LGU,15-Dec,서울시,37.57103226,126.9338165,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.59732503,126.9480158,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.59732503,126.9480158,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.58016375,126.908353,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),15-Dec,서울시,37.58016375,126.908353,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55826807,126.933249,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55826807,126.933249,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55757852,126.934994,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55757852,126.934994,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55703623,126.9347057,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55703623,126.9347057,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55703623,126.9347057,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55752266,126.9376676,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55752266,126.9376676,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55752266,126.9376676,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55785864,126.938886,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55785864,126.938886,2020-01-01
서울특별시,서대문구,주요거리,LGU,15-Dec,서울시,37.55883537,126.9396711,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),14-Dec,서울시,37.59886794,126.9477169,2020-01-01
서울특별시,서대문구,공원,서울시(LGU ),14-Dec,서울시,37.59886794,126.9477169,2020-01-01
서울특별시,서대문구,공원,LGU,14-Dec,과기정통부,37.58195569,126.9380517,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,문화관광,KT,14-Dec,과기정통부,37.58075973,126.9315574,2020-01-01
서울특별시,서대문구,버스승차대,KT,15-Jan,서울시,37.55872521,126.9424498,2020-01-01
서울특별시,서대문구,버스승차대,KT,15-Jan,서울시,37.55837803,126.943139,2020-01-01
서울특별시,서대문구,버스승차대,KT,15-Jan,서울시,37.55652228,126.933381,2020-01-01
서울특별시,서대문구,버스승차대,KT,15-Jan,서울시,37.55652228,126.933381,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
서울특별시,서대문구,관공서,서대문구,,서대문구,37.57327487,126.9197797,2020-01-01
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.401664,127.111352,2020-06-30
경기도,성남시,지역문화시설,KT,14-Jan,KT,37.400864,127.095634,2020-06-30
경기도,성남시,관공서,성남시청,15-Dec,분당구 행정지원과,37.399545,127.121803,2020-06-30
경기도,성남시,관공서,성남시청,15-Dec,분당구 행정지원과,37.399526,127.127148,2020-06-30
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.399395,127.107298,2020-06-30
경기도,성남시,편의시설,성남시청,17-Dec,스마트도시과,37.39899,127.124081,2020-06-30
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.3982,127.097463,2020-06-30
경기도,성남시,편의시설,성남시청,17-Dec,스마트도시과,37.397384,127.105387,2020-06-30
경기도,성남시,관공서,KT,15-Dec,KT,37.397291,127.129442,2020-06-30
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.395087,127.124155,2020-06-30
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.394634,127.116466,2020-06-30
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.392524,127.071004,2020-06-30
경기도,성남시,지역문화시설,LGU+,14-Dec,LGU+,37.392045,127.090327,2020-06-30
경기도,성남시,지역문화시설,성남시청,13-Dec,중앙도서관,37.392018,127.090389,2020-06-30
부산광역시,연제구,관공서,KT,,부산광역시 연제구청,35.189991,129.090409,2020-02-20
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.391948,127.066628,2020-06-30
경기도,성남시,지역문화시설,LGU+,14-Jan,LGU+,37.391903,127.091173,2020-06-30
경기도,성남시,편의시설,성남시청,18-Aug,스마트도시과,37.391323,127.083561,2020-06-30
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,16-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,16-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,16-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,16-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Jul,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Jul,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Jul,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Jul,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Jul,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Jul,SKT,35.5354044,129.2597677,2020-07-15
부산광역시,부산진구,관공서,SKT,14-Dec,부산진구청,35.1449231,129.0195062,2020-03-25
부산광역시,부산진구,관공서,SKT,14-Dec,부산진구청,35.1526863,129.0219201,2020-03-25
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,17-Dec,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Feb,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Mar,SKT,35.5354044,129.2597677,2020-07-15
울산광역시,남구,편의시설,SKT,18-Mar,SKT,35.5354044,129.2597677,2020-07-15
충청남도,서산시,관공서,SKT,15-Oct,SKT,36.862367,126.435126,2020-07-01
충청남도,서산시,관공서,LGU+,15-Oct,LGU+,36.667079,126.533304,2020-07-01
충청남도,서산시,관공서,SKT,15-Oct,SKT,36.839015,126.460883,2020-07-01
충청남도,서산시,관공서,SKT,15-Oct,SKT,36.839015,126.460883,2020-07-01
경기도,광주시,교통시설,SKT,18-Dec,경기도 광주시청,37.41748364,127.2564967,2020-03-19
경기도,광주시,관공서,SKT,18-Dec,경기도 광주시청,37.43194988,127.2343471,2020-03-19
경기도,광주시,지역문화시설,SKT,18-Dec,경기도 광주시청,37.40923622,127.2574017,2020-03-19
경기도,광주시,기타,SKT,18-Dec,경기도 광주시청,37.39826227,127.2750556,2020-03-19
경기도,광주시,교통시설,SKT,18-Dec,경기도 광주시청,37.34997922,127.3418541,2020-03-19
경기도,광주시,기타,SKT,18-Dec,경기도 광주시청,37.46076209,127.3052569,2020-03-19
경기도,광주시,관공서,SKT,18-Dec,경기도 광주시청,37.41054426,127.2576316,2020-03-19
경기도,광주시,관공서,광주도시관리공사,18-Aug,광주도시관리공사,37.42686868,127.254726,2020-03-19
경기도,광주시,관공서,"SKT,LGU+,경기도 광주시청",18-Dec,경기도 광주시 시립도서관,37.41063314,127.2531348,2020-03-19
경기도,광주시,관공서,"SKT,경기도 광주시청",18-Dec,경기도 광주시 오포도서관,37.36920483,127.2312228,2020-03-19
경기도,광주시,관공서,"SKT,경기도 광주시청",18-Dec,경기도 광주시 곤지암도서관,37.34904105,127.3410077,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.43194988,127.2343471,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-May,경기도 광주시청,37.42928622,127.255084,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.38718652,127.2459589,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Mar,경기도 광주시청,37.41494972,127.2517703,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.41642991,127.2507275,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.46690935,127.3071219,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Feb,경기도 광주시 시립도서관,37.47065196,127.3092016,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.389029,127.229814,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.41968948,127.246097,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시 초월도서관,37.38738146,127.2910941,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.38524761,127.2879413,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.41699272,127.2556701,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.41748364,127.2564967,2020-03-19
경기도,광주시,관공서,경기도 광주시청,18-Dec,경기도 광주시청,37.46338016,127.244665,2020-03-19
서울특별시,양천구,서민·복지시설,서울특별시 양천구청,19-Oct,서울특별시 양천구청,37.52432598,126.8727963,2020-04-30
